"Channel 1_x","Channel 1_y"
34.65085793,29,
34.68996596,29,
34.7029078,29,
34.72635388,28,
34.749547,28,
34.76708198,28,
34.79312396,28,
34.81720901,29,
34.84363794,29,
34.85120201,29,
34.86719584,29,
34.88056302,29,
34.88965893,29,
34.90104079,28,
34.91469216,29,
34.92173791,28,
34.93350983,29,
34.94206214,29,
34.95100689,29,
34.96411276,29,
34.97093701,29,
34.98295903,28,
34.99221182,28,
35.00054812,28,
35.00756598,29,
35.01697206,29,
35.02426481,29,
35.03347611,29,
35.03972983,29,
35.05060196,29,
35.05763674,28,
35.06716585,28,
35.07370901,29,
35.08378005,29,
35.0899899,29,
35.1007328,28,
35.11122203,29,
35.11801004,28,
35.131253,29,
35.138134,29,
35.14994788,29,
35.15858674,29,
35.16720581,29,
35.17435288,29,
35.18381906,29,
35.19114399,28,
35.200248,28,
35.20797491,29,
35.21640396,29,
35.22236705,29,
35.23373389,29,
35.23980379,29,
35.25079393,29,
35.26173496,28,
35.26837301,29,
35.28136182,28,
35.2884748,29,
35.30080795,29,
35.31430197,29,
35.32127404,30,
35.33376789,29,
35.34214807,29,
35.35173202,29,
35.36580896,29,
35.37267399,29,
35.38421392,28,
35.39778781,29,
35.40496111,29,
35.41701508,29,
35.42533183,28,
35.43468785,29,
35.44850206,29,
35.45591187,29,
35.46753311,29,
35.4809978,29,
35.48798203,29,
35.5001018,29,
35.50833201,29,
35.51755118,29,
35.5307889,29,
35.53813982,29,
35.55033398,29,
35.55853009,29,
35.56781888,29,
35.5813508,28,
35.58849692,28,
35.60045791,28,
35.60789204,28,
35.61681986,29,
35.62373877,29,
35.63339114,28,
35.63952088,28,
35.65007901,29,
35.65696883,29,
35.66668296,28,
35.67381406,29,
35.68306494,29,
35.68934488,29,
35.69989085,29,
35.70592999,28,
35.71729684,29,
35.72454715,28,
35.7335968,28,
35.74060488,29,
35.74992394,29,
35.75664473,29,
35.76785302,29,
35.78121281,29,
35.78827691,29,
35.80012012,28,
35.80848479,28,
35.81808686,28,
35.83157182,28,
35.83917499,29,
35.85088587,28,
35.86408401,29,
35.87123609,29,
35.88324308,29,
35.89167404,29,
35.90109897,29,
35.91494203,29,
35.92170191,28,
35.93315101,28,
35.94262886,28,
35.95151496,28,
35.96526098,28,
35.97188616,29,
35.98383403,29,
35.99147177,29,
36.00027394,29,
36.00760603,28,
36.01714993,29,
36.02432108,29,
36.03385186,29,
36.04236197,29,
36.04990792,28,
36.05612588,28,
36.06699991,29,
36.07294202,28,
36.08406711,28,
36.09363198,29,
36.10102296,29,
36.11431384,29,
36.12150192,29,
36.13324094,29,
36.14122605,29,
36.15050697,29,
36.15882087,29,
36.16683793,29,
36.17326498,29,
36.18339086,29,
36.19087791,29,
36.19995999,29,
36.20654988,29,
36.21777797,28,
36.23135304,28,
36.23842692,28,
36.25079298,28,
36.26435304,28,
36.2712791,29,
36.28348899,29,
36.29208398,29,
36.30134797,28,
36.31522679,29,
36.32245493,29,
36.3345499,29,
36.349087,29,
36.35593176,29,
36.36903977,29,
36.38257194,29,
36.38979888,28,
36.40104795,29,
36.41526604,29,
36.42233014,29,
36.43376493,29,
36.44120502,29,
36.45150113,28,
36.46525002,29,
36.47223496,29,
36.48336196,29,
36.48936081,29,
36.50108218,29,
36.51445818,29,
36.52156687,28,
36.53299093,29,
36.54031587,28,
36.55153513,29,
36.56506705,29,
36.57232094,29,
